iter	RMSE
533	1392.430484
534	1392.089707
535	1391.713844
536	1391.204133
537	1390.595719
538	1390.134978
539	1389.975532
540	1389.672976
541	1389.0116
542	1388.707535
543	1388.461258
544	1387.978745
545	1387.513084
546	1387.379766
547	1386.835459
548	1386.440852
549	1385.73761
550	1385.457867
551	1384.808124
552	1384.354316
553	1383.844544
554	1382.799946
555	1382.404423
556	1382.23146
557	1381.888422
558	1381.589769
559	1381.089716
560	1380.1523
561	1379.492335
562	1379.136562
563	1378.235359
564	1377.713524
565	1377.38162
566	1376.925208
567	1376.438516
568	1376.130383
569	1375.783501
570	1375.311795
571	1374.8393
572	1374.449722
573	1374.016092
574	1373.667074
575	1373.525398
576	1373.109883
577	1372.637088
578	1372.101018
579	1371.803917
580	1371.478644
581	1371.005502
582	1370.55416
583	1370.168005
584	1369.867237
585	1369.604425
586	1369.182479
587	1368.727282
588	1368.335269
589	1368.025802
590	1367.639
591	1366.880871
592	1366.471625
593	1365.980239
594	1365.752993
595	1365.503648
596	1365.126749
597	1364.72096
598	1364.345225
599	1363.623726
600	1363.237164
601	1362.884783
602	1362.684383
603	1362.275157
604	1361.86625
605	1361.659444
606	1361.132361
607	1360.904169
608	1360.535817
609	1360.145242
610	1359.551423
611	1359.064338
612	1358.744642
613	1358.31531
614	1358.042292
615	1357.713769
616	1356.965733
617	1356.658616
618	1356.427968
619	1356.036107
620	1355.78503
621	1355.648748
622	1355.203668
623	1354.895101
624	1354.279948
625	1354.078696
626	1353.643022
627	1353.191748
628	1352.87882
629	1352.493549
630	1352.207493
631	1351.963706
632	1351.729722
633	1351.365125
634	1351.018672
635	1350.796211
636	1350.634388
637	1350.305872
638	1349.878575
639	1349.74275
640	1349.619865
641	1349.32151
642	1348.737287
643	1348.382513
644	1347.970357
645	1347.730208
646	1347.550814
647	1347.197159
648	1346.570954
649	1346.066763
650	1345.657533
651	1345.224906
652	1344.795955
653	1344.204726
654	1344.015012
655	1343.602415
656	1343.193623
657	1342.770996
658	1342.47528
659	1342.197479
660	1341.935139
661	1341.785462
662	1341.625046
663	1341.131018
664	1340.805606
665	1340.248508
666	1339.912946
667	1339.457497
668	1339.112144
669	1338.466398
670	1338.07721
671	1337.842116
672	1337.467967
673	1337.301127
674	1336.976869
675	1336.732724
676	1336.199341
677	1335.665811
678	1335.172419
679	1334.910495
680	1334.795902
681	1334.36133
682	1334.092012
683	1333.50563
684	1333.12866
685	1332.983466
686	1332.580616
687	1332.258754
688	1331.97989
689	1331.752944
690	1331.500204
691	1330.999155
692	1330.863885
693	1330.513982
694	1330.046285
695	1329.914786
696	1329.675025
697	1329.594095
698	1329.24339
699	1328.987516
700	1328.621689
701	1328.374021
702	1328.129595
703	1327.555076
704	1327.091624
705	1326.930708
706	1326.364973
707	1325.791561
708	1325.501892
709	1325.383149
710	1325.050242
711	1324.448558
712	1324.260215
713	1323.973678
714	1323.699811
715	1323.364726
716	1323.06261
717	1322.750542
718	1322.343353
719	1321.663997
720	1321.360777
721	1321.081975
722	1320.551876
723	1320.225078
724	1319.949321
725	1319.504238
726	1319.244023
727	1318.76041
728	1318.311408
729	1318.097798
730	1317.853685
731	1317.403712
732	1317.255462
733	1317.061017
734	1316.590439
735	1316.268533
736	1315.612254
737	1315.343329
738	1315.158119
739	1314.497924
740	1313.801702
741	1313.579143
742	1313.37886
743	1312.876491
744	1312.278521
745	1311.783405
746	1311.54178
747	1311.326695
748	1310.838872
749	1310.556363
750	1310.104306
751	1309.83303
752	1309.447203
753	1309.296027
754	1308.84519
755	1308.5748
756	1308.313837
757	1308.011054
758	1307.83376
759	1307.397112
760	1307.324938
761	1307.172615
762	1306.999075
763	1306.726855
764	1306.612736
765	1306.384259
766	1306.026924
767	1305.869686
768	1305.501774
769	1305.245086
770	1305.000116
771	1304.88949
772	1304.581533
773	1304.092512
774	1303.857328
775	1303.461227
776	1303.075392
777	1302.692353
778	1302.358805
779	1302.013135
780	1301.626458
781	1301.363523
782	1301.133423
783	1300.861156
784	1300.683941
785	1300.533147
786	1300.180885
787	1299.75982
788	1299.221673
789	1298.834403
790	1298.548834
791	1298.233777
792	1297.867814
793	1297.658138
794	1297.262544
795	1296.982091
796	1296.462302
797	1296.116246
798	1295.846619
799	1295.489923
800	1295.068954
801	1294.376356
802	1294.030911
803	1293.487412
804	1293.241135
805	1292.959023
806	1292.724565
807	1292.362102
808	1292.10051
809	1291.834787
810	1291.5579
811	1290.95841
812	1290.634038
813	1290.308084
814	1289.814678
815	1289.473808
816	1288.843832
817	1288.655205
818	1288.410039
819	1287.848517
820	1287.440258
821	1287.124296
822	1287.029681
823	1286.605504
824	1286.420558
825	1286.1872
826	1285.635459
827	1285.062251
828	1284.482626
829	1284.339344
830	1283.975237
831	1283.816673
832	1283.589961
833	1282.991252
834	1282.564977
835	1282.435581
836	1282.211878
837	1281.698973
838	1281.363901
839	1281.038951
840	1280.828849
841	1280.700396
842	1280.236645
843	1279.692578
844	1279.117924
845	1278.600798
846	1278.337225
847	1277.922522
848	1277.500011
849	1277.160048
850	1276.975101
851	1276.363264
852	1276.236128
853	1276.026334
854	1275.875166
855	1275.578968
856	1275.365583
857	1274.898991
858	1274.705616
859	1274.321252
860	1274.032801
861	1273.293078
862	1273.166166
863	1272.621891
864	1272.354061
865	1271.930536
866	1271.539643
867	1271.073638
868	1270.923498
869	1270.758355
870	1270.539866
871	1269.952911
872	1269.429876
873	1269.079997
874	1268.864227
875	1268.273437
876	1267.739716
877	1267.410004
878	1266.98561
879	1266.618016
880	1266.113722
881	1265.897599
882	1265.651575
883	1265.313605
884	1264.957723
885	1264.79357
886	1264.374988
887	1264.06791
888	1263.697495
889	1263.60139
890	1263.323749
891	1262.98326
892	1262.644486
893	1262.404503
894	1262.185087
895	1261.766285
896	1261.429491
897	1261.178885
898	1260.88444
899	1260.609075
900	1260.345934
901	1260.044946
902	1259.712315
903	1259.381222
904	1259.021613
905	1258.694058
906	1258.310534
907	1258.054561
908	1257.717041
909	1257.491621
910	1257.18548
911	1256.790331
912	1256.55154
913	1256.275132
914	1256.140514
915	1256.058012
916	1255.759752
917	1255.517692
918	1255.303171
919	1255.132981
920	1254.95157
921	1254.589359
922	1254.349814
923	1254.056666
924	1253.687246
925	1253.48805
926	1253.411575
927	1253.149192
928	1252.8241
929	1252.728789
930	1252.299775
931	1252.005309
932	1251.839099
933	1251.659046
934	1251.498659
935	1251.394915
936	1251.186815
937	1251.038018
938	1250.844839
939	1250.504078
940	1250.094459
941	1249.770269
942	1249.599218
943	1249.360995
944	1248.940099
945	1248.588852
946	1248.18852
947	1247.787311
948	1247.642693
949	1247.392442
950	1247.136622
951	1246.959113
952	1246.743517
953	1246.43808
954	1246.129168
955	1245.897932
956	1245.629012
957	1245.207843
958	1244.749096
959	1244.577701
960	1244.039293
961	1243.675907
962	1243.436042
963	1243.06492
964	1242.96995
965	1242.586537
966	1242.437562
967	1241.929635
968	1241.692567
969	1241.588515
970	1241.339838
971	1241.141701
972	1240.761194
973	1240.534168
974	1240.388039
975	1240.054963
976	1239.628455
977	1239.463551
978	1238.857084
979	1238.586733
980	1238.171662
981	1238.040114
982	1237.944351
983	1237.811681
984	1237.602589
985	1237.227484
986	1237.100055
987	1237.013142
988	1236.85979
989	1236.641923
990	1236.518041
991	1236.302658
992	1236.182692
993	1235.710966
994	1235.559442
995	1235.287138
996	1235.06153
997	1234.82391
998	1234.690496
999	1234.530039
